0	0.001053	-0.134431	0.233703
0	0.000000	-9.997712	10.422099
0	0.001053	-7.038525	4.863037
0	0.001053	-7.003236	5.496302
0	0.001053	0.776335	0.602287
0	0.001053	5.838745	5.669110
0	0.001053	5.677381	5.713597
0	0.001053	3.409350	3.290178
0	0.001053	1.670965	1.657090
0	0.001053	6.014891	5.411799
0	0.001053	-1.139478	1.470324
0	0.001053	-8.033063	6.240225
0	0.001053	7.905757	8.562517
0	0.001053	3.837542	3.754810
0	0.001053	4.270553	4.061279
0	0.001053	-9.634234	8.956061
0	0.001053	9.777222	9.692905
0	0.001053	-7.047791	8.085601
0	0.001053	-5.092364	5.943743
0	0.001053	5.081266	5.008665
0	0.001053	-4.244493	4.171359
0	0.001053	-9.612661	9.039080
0	0.001053	3.366050	3.488920
0	0.001053	1.471653	1.491613
0	0.001053	3.973046	4.429056
0	0.001053	6.311726	6.252906
0	0.001053	-0.697568	0.682914
0	0.001053	-2.451504	2.394943
0	0.001053	-4.158960	4.101954
0	0.000000	8.891895	9.850301
0	0.001053	-1.405173	2.473793
0	0.001053	-1.274406	1.303787
0	0.001053	-2.046463	1.587128
0	0.001053	-7.264657	7.491533
0	0.001053	5.016242	4.953284
0	0.001053	7.666122	7.815885
0	0.001053	5.018849	5.141397
0	0.001053	0.002226	0.198228
0	0.001053	1.630857	1.625646
0	0.001053	2.433914	2.457819
0	0.001053	6.681042	5.184368
0	0.001053	3.648625	4.064782
0	0.001053	6.960990	6.938351
0	0.001053	1.473590	1.367889
0	0.001053	-4.467822	4.425177
0	0.001053	-2.551586	2.533591
0	0.001053	6.536073	6.727484
0	0.001053	-9.683575	9.183342
0	0.000000	9.946457	9.935618
0	0.001053	1.148490	1.085529
0	0.001053	-8.679997	8.674710
0	0.001053	-1.680624	1.608022
0	0.001053	-0.853667	0.843437
0	0.001053	0.279444	0.162107
0	0.001053	-6.213560	5.941727
0	0.001053	1.131094	1.043376
0	0.001053	4.777265	4.859900
0	0.001053	-9.422572	9.336637
0	0.001053	1.177590	0.073147
0	0.000000	-9.627054	10.264859
0	0.001053	-5.340515	4.890995
0	0.001053	-2.242787	1.843831
0	0.001053	3.199144	3.181121
0	0.001053	-7.270895	7.055714
0	0.001053	2.204392	2.184341
0	0.000000	-9.748880	9.945591
0	0.001053	9.345527	9.179369
0	0.001053	-5.934135	6.581259
0	0.001053	4.876517	3.033157
0	0.000000	9.400400	9.869311
0	0.001053	-5.203045	6.652188
0	0.001053	2.977049	3.769700
0	0.001053	-9.628476	9.492272
0	0.001053	0.105259	0.209473
0	0.001053	8.313757	8.395698
0	0.001053	-3.108463	3.061687
0	0.001053	4.906689	4.861771
0	0.001053	-4.701609	5.939107
0	0.001053	6.299017	6.358252
0	0.001053	2.700428	2.488968
0	0.001053	-4.793698	4.832049
0	0.001053	-6.131314	6.028301
0	0.001053	-9.163920	9.320989
0	0.001053	1.624834	0.748326
0	0.001053	4.701319	4.776314
0	0.001053	8.156317	8.351500
0	0.001053	-9.720969	9.643199
0	0.001053	3.885038	3.902417
0	0.001053	1.772671	0.440558
0	0.001053	8.312127	8.933164
0	0.001053	7.526126	7.740310
0	0.001053	2.086210	1.890362
0	0.001053	9.648925	9.619245
0	0.001053	7.570236	7.606755
0	0.001053	-7.473410	7.064029
0	0.001053	-5.260846	3.256402
0	0.001053	8.959404	8.455972
0	0.001053	-9.699620	9.695795
0	0.001053	-1.425961	1.288712
0	0.001053	-5.977620	6.095852
0	0.001053	-4.682162	4.739394
0	0.001053	-2.310257	2.291165
0	0.001053	0.578745	0.663932
0	0.001053	-7.073965	6.814310
0	0.001053	1.982206	1.845088
0	0.001053	0.776742	0.667397
0	0.001053	-2.804090	2.536697
0	0.001053	-6.319796	5.900170
0	0.001053	5.740937	5.742795
0	0.001053	3.581377	3.595881
0	0.000000	-9.991960	11.375055
0	0.001053	9.475671	8.369835
0	0.001053	5.293719	5.213787
0	0.001053	2.561524	2.661176
0	0.001053	-0.111719	0.185181
0	0.001053	-4.693003	6.481298
0	0.001053	2.843354	2.155742
0	0.001053	4.365343	4.327545
0	0.001053	-2.375623	2.387138
0	0.001053	0.959430	0.023301
0	0.001053	2.438387	2.316563
0	0.000000	9.476042	10.653651
0	0.001053	-2.731035	2.809275
0	0.001053	-0.691752	0.717348
0	0.001053	-1.622316	1.617821
0	0.001053	0.377036	0.435627
0	0.001053	-1.855629	1.944556
0	0.001053	6.734222	8.105835
0	0.001053	4.714337	4.842140
0	0.001053	-3.290128	3.191813
0	0.001053	-4.637768	4.690006
0	0.001053	2.520717	3.029145
0	0.001053	6.237174	6.345896
0	0.001053	1.389888	1.471434
0	0.001053	0.811605	2.024399
0	0.001053	-2.113556	1.938444
0	0.001053	-4.640425	4.831107
0	0.001053	8.192711	7.368215
0	0.001053	2.413732	3.170548
0	0.001053	-7.192278	7.841415
0	0.001053	-5.039329	6.187121
0	0.001053	4.941330	4.986084
0	0.001053	-0.582217	1.627423
0	0.001053	-0.457180	0.495494
0	0.001053	-0.403499	0.476868
0	0.001053	-0.145794	0.098759
0	0.001053	-5.559017	5.464405
0	0.001053	5.705921	4.724869
0	0.001053	4.752622	7.056224
0	0.001053	2.583264	3.721311
0	0.001053	8.996120	9.038945
0	0.001053	9.441043	9.698160
0	0.001053	9.630074	9.735741
0	0.001053	5.992305	6.000775
0	0.001053	8.577338	7.880338
0	0.001053	-1.756875	1.793937
0	0.001053	-3.930534	4.072734
0	0.001053	5.711770	5.905563
0	0.001053	-3.210235	3.172343
0	0.001053	-3.995033	4.371901
0	0.001053	5.358582	5.327616
0	0.001053	9.494807	8.310178
0	0.000000	9.878260	10.080142
0	0.001053	-9.075414	9.036487
0	0.001053	-0.226158	1.122543
0	0.001053	-6.176645	6.281275
0	0.001053	-4.573052	3.808793
0	0.001053	-6.412424	6.449808
0	0.001053	3.818843	4.233912
0	0.001053	-9.611178	9.597016
0	0.001053	1.142996	1.135991
0	0.001053	3.500225	4.847767
0	0.001053	8.187261	8.230825
0	0.001053	-8.861411	9.177486
0	0.001053	-2.183571	2.287451
0	0.001053	-4.053372	4.857357
0	0.001053	6.876809	6.882841
0	0.001053	0.171891	0.263248
0	0.001053	4.142696	4.331103
0	0.000000	-9.353539	10.064078
0	0.001053	4.987090	5.101343
0	0.001053	-8.457898	9.394180
0	0.001053	-1.427623	1.472408
0	0.001053	8.409409	8.297617
0	0.001053	7.569574	7.396934
0	0.001053	6.917030	8.194931
0	0.001053	9.366551	9.356336
0	0.001053	6.513216	7.181521
0	0.001053	4.894078	3.372158
