0	0.010526	0.000229	1281.244478	2.000000	9990.405154	0.200042
0	0.010526	0.752114	2782.850678	3.000000	5184.738010	0.285843
0	0.010526	0.162835	923.141122	1.000000	944.060741	0.326444
0	0.010526	1.194953	4670.869291	4.000000	4885.627951	0.452652
0	0.010526	1.188920	6137.918574	5.000000	8431.509887	0.442572
0	0.010526	0.656770	978.495157	3.000000	5765.405968	0.156010
0	0.010526	1.017076	926.103478	5.000000	988.891590	0.328287
0	0.010526	1.318449	3570.244531	5.000000	4166.235032	0.499842
0	0.010526	0.697134	2154.502952	4.000000	2786.017014	0.296753
0	0.010526	1.133418	2009.190132	4.000000	8772.079980	0.295152
0	0.010526	1.483307	6390.445782	3.000000	7563.658380	0.678846
0	0.010526	1.039504	381.694760	2.000000	4505.803857	0.188588
0	0.010526	1.058051	4567.304542	1.000000	7574.894945	0.283090
0	0.010526	0.797568	2658.648889	3.000000	4821.950317	0.263684
0	0.010526	0.429952	4236.436258	4.000000	8647.052164	0.297336
0	0.010526	1.056591	797.417166	2.000000	5019.307339	0.213937
0	0.010526	1.800188	4028.413608	3.000000	6732.007543	0.679456
0	0.010526	0.419527	1020.831775	4.000000	6763.282875	0.177489
0	0.010526	1.494090	1118.801074	3.000000	5034.944963	0.604012
0	0.010526	0.092729	2774.145412	3.000000	3548.665354	0.313986
0	0.010526	0.922638	1566.649103	1.000000	2064.081114	0.191278
0	0.010526	0.024755	644.781748	2.000000	6407.434000	0.170118
0	0.010526	0.664833	6480.607921	4.000000	9177.548746	0.323492
0	0.010526	1.581731	1665.906978	2.000000	3096.311651	0.646423
0	0.010526	0.925324	3022.880496	1.000000	4942.837195	0.307492
0	0.010526	1.407573	2384.535584	2.000000	8498.917709	0.633011
0	0.010526	0.455676	3151.578754	4.000000	3903.618874	0.323148
0	0.000000	1.750401	4954.701676	2.000000	6749.591352	0.695116
0	0.010526	1.571292	671.811562	1.000000	3966.752999	0.671727
0	0.010526	0.189090	2497.892508	1.000000	5366.166991	0.246708
0	0.010526	0.936084	3684.019458	5.000000	7128.847149	0.300828
0	0.010526	0.987126	3794.761309	2.000000	7537.317842	0.287887
0	0.010526	1.396277	3357.540837	3.000000	9534.293977	0.619270
0	0.010526	1.628561	2266.625462	3.000000	9404.189535	0.652436
0	0.010526	0.361508	3485.642616	4.000000	4494.690576	0.317153
0	0.010526	1.393387	2201.219164	5.000000	5684.836037	0.557176
0	0.010526	0.713821	6890.579851	1.000000	9423.833510	0.336604
0	0.010526	0.279745	5273.208749	4.000000	8311.759778	0.307380
0	0.010526	1.664121	3756.013741	2.000000	6601.253974	0.676242
0	0.010526	0.339687	837.956585	4.000000	9933.463952	0.161582
0	0.010526	1.143507	6397.066682	3.000000	8772.249762	0.404130
0	0.010526	0.369210	6080.586428	3.000000	7190.869921	0.365995
0	0.010526	1.384036	4280.841288	5.000000	8221.586049	0.597781
0	0.010526	1.624220	1130.830324	4.000000	2469.914977	0.596103
0	0.010526	1.452302	3172.961574	2.000000	9527.771438	0.655794
0	0.010526	0.645943	2189.885860	1.000000	6501.891711	0.222040
0	0.010526	1.449392	2134.016661	2.000000	6542.818504	0.610166
0	0.010526	1.656987	735.770043	1.000000	4826.826518	0.668492
0	0.010526	1.708463	5354.438755	3.000000	9123.512544	0.680151
0	0.010526	1.190050	3223.217202	2.000000	8842.485300	0.363620
0	0.010526	1.658271	2610.550581	5.000000	4036.908282	0.645146
0	0.010526	0.455462	5557.318551	5.000000	8411.703380	0.329006
0	0.010526	1.757858	2016.511589	4.000000	4156.181556	0.661474
0	0.010526	1.025444	942.865596	2.000000	2024.148144	0.216048
0	0.010526	0.093391	1699.627861	3.000000	8343.682140	0.184584
0	0.010526	1.983422	2093.532821	1.000000	6451.124933	0.678099
0	0.010526	1.327542	4630.175445	2.000000	5582.969896	0.592035
0	0.010526	1.444677	5037.531452	5.000000	8670.764817	0.633804
0	0.010526	1.007505	812.432100	2.000000	5652.537360	0.170375
0	0.010526	1.675127	6394.761605	5.000000	8616.004994	0.676148
0	0.000000	1.841495	4371.525445	5.000000	4929.941786	0.698115
0	0.010526	1.014879	1578.800497	2.000000	2811.276526	0.256778
